Jira.Project,Execution.Key,Test Cycle.Key,,Test Cycle.Name,Test Case.Key,Test Case.Name
EI,EI-E1489,EI-R37,Khyne,Edge_Student_Theme,EI-T739,[Theme] Expired bearer token is rejected when attempting to delete theme and revert to default (2)
EI,EI-E1490,EI-R37,Khyne,Edge_Student_Theme,EI-T728,[Theme] Expired bearer token is rejected when attempting to get current profile theme information (2)
EI,EI-E1491,EI-R37,Khyne,Edge_Student_Theme,EI-T736,[Theme] Expired bearer token is rejected when attempting to update current theme settings (2)
EI,EI-E1492,EI-R37,Khyne,Edge_Student_Theme,EI-T730,[Theme] Omitting the required field 'theme_id' is rejected when attempting to apply a new theme to profile (2)
EI,EI-E1493,EI-R37,Khyne,Edge_Student_Theme,EI-T734,[Theme] Omitting the required field 'theme_name' is rejected when attempting to update current theme settings (2)
EI,EI-E1494,EI-R37,Khyne,Edge_Student_Theme,EI-T740,[Theme] Removing a theme with dependent records leaves no orphaned data (2)
EI,EI-E1495,EI-R37,Khyne,Edge_Student_Theme,EI-T738,[Theme] Repeating the removal of an already deleted theme is handled safely (2)
EI,EI-E1496,EI-R37,Khyne,Edge_Student_Theme,EI-T733,[Theme] Script payload in 'theme_id' is neutralised when attempting to apply a new theme to profile (2)
EI,EI-E1497,EI-R37,Khyne,Edge_Student_Theme,EI-T737,[Theme] Script payload in 'theme_name' is neutralised when attempting to update current theme settings (2)
EI,EI-E1498,EI-R37,Khyne,Edge_Student_Theme,EI-T735,[Theme] Simultaneous updates to one theme resolve deterministically (2)
EI,EI-E1499,EI-R38,,Edge_Student_Features,EI-T750,[Features] Empty result set is returned correctly when attempting to retrieve district subscription plan for the authenticated student
EI,EI-E1500,EI-R38,,Edge_Student_Features,EI-T742,[Features] Empty result set is returned correctly when attempting to retrieve effective feature flags for the authenticated student
EI,EI-E1501,EI-R38,,Edge_Student_Features,EI-T746,[Features] Empty result set is returned correctly when attempting to retrieve school and district plan for the authenticated student
EI,EI-E1502,EI-R38,,Edge_Student_Features,EI-T748,[Features] Empty result set is returned correctly when attempting to retrieve school details for the authenticated student
EI,EI-E1503,EI-R38,,Edge_Student_Features,EI-T749,[Features] Expired bearer token is rejected when attempting to retrieve district subscription plan for the authenticated student
EI,EI-E1504,EI-R38,,Edge_Student_Features,EI-T741,[Features] Expired bearer token is rejected when attempting to retrieve effective feature flags for the authenticated student
EI,EI-E1505,EI-R38,,Edge_Student_Features,EI-T745,[Features] Expired bearer token is rejected when attempting to retrieve school and district plan for the authenticated student
EI,EI-E1506,EI-R38,,Edge_Student_Features,EI-T747,[Features] Expired bearer token is rejected when attempting to retrieve school details for the authenticated student
EI,EI-E1507,EI-R38,,Edge_Student_Features,EI-T743,[Features] Malformed feature name identifier is rejected when attempting to get effective status for a single feature (2)
EI,EI-E1508,EI-R38,,Edge_Student_Features,EI-T744,[Features] Unknown feature name identifier returns not found when attempting to get effective status for a single feature (2)
EI,EI-E1509,EI-R39,Ysh,Edge_Shared_Assignments,EI-T752,[Assignments] Duplicate submission does not create a duplicate assignment (3)
EI,EI-E1510,EI-R39,Ysh,Edge_Shared_Assignments,EI-T760,[Assignments] Duplicate submission does not create a duplicate assignment (4)
EI,EI-E1511,EI-R39,Ysh,Edge_Shared_Assignments,EI-T766,[Assignments] Duplicate submission does not create a duplicate assignment (5)
EI,EI-E1512,EI-R39,Ysh,Edge_Shared_Assignments,EI-T761,[Assignments] Expired bearer token is rejected when attempting to answer assignment
EI,EI-E1513,EI-R39,Ysh,Edge_Shared_Assignments,EI-T753,[Assignments] Expired bearer token is rejected when attempting to create new assignment
EI,EI-E1514,EI-R39,Ysh,Edge_Shared_Assignments,EI-T777,[Assignments] Expired bearer token is rejected when attempting to delete assignment by ID
EI,EI-E1515,EI-R39,Ysh,Edge_Shared_Assignments,EI-T767,[Assignments] Expired bearer token is rejected when attempting to share assignment
EI,EI-E1516,EI-R39,Ysh,Edge_Shared_Assignments,EI-T773,[Assignments] Expired bearer token is rejected when attempting to update assignment details
EI,EI-E1517,EI-R39,Ysh,Edge_Shared_Assignments,EI-T775,[Assignments] Malformed assignment identifier is rejected when attempting to delete assignment by ID
EI,EI-E1518,EI-R39,Ysh,Edge_Shared_Assignments,EI-T755,[Assignments] Malformed assignment identifier is rejected when attempting to get specific assignment by ID
EI,EI-E1519,EI-R39,Ysh,Edge_Shared_Assignments,EI-T757,[Assignments] Malformed assignment identifier is rejected when attempting to retrieve adoptive Next Item
EI,EI-E1520,EI-R39,Ysh,Edge_Shared_Assignments,EI-T769,[Assignments] Malformed assignment identifier is rejected when attempting to show assignment analytics
EI,EI-E1521,EI-R39,Ysh,Edge_Shared_Assignments,EI-T763,[Assignments] Malformed submission identifier is rejected when attempting to review submission
EI,EI-E1522,EI-R39,Ysh,Edge_Shared_Assignments,EI-T759,[Assignments] Omitting the required field 'assignment_id' is rejected when attempting to answer assignment
EI,EI-E1523,EI-R39,Ysh,Edge_Shared_Assignments,EI-T751,[Assignments] Omitting the required field 'semester' is rejected when attempting to create new assignment
EI,EI-E1524,EI-R39,Ysh,Edge_Shared_Assignments,EI-T771,[Assignments] Omitting the required field 'semester' is rejected when attempting to update assignment details
EI,EI-E1525,EI-R39,Ysh,Edge_Shared_Assignments,EI-T765,[Assignments] Omitting the required field 'type' is rejected when attempting to share assignment
EI,EI-E1526,EI-R39,Ysh,Edge_Shared_Assignments,EI-T762,[Assignments] Script payload in 'assignment_id' is neutralised when attempting to answer assignment
EI,EI-E1527,EI-R39,Ysh,Edge_Shared_Assignments,EI-T754,[Assignments] Script payload in 'semester' is neutralised when attempting to create new assignment
EI,EI-E1528,EI-R39,Ysh,Edge_Shared_Assignments,EI-T774,[Assignments] Script payload in 'semester' is neutralised when attempting to update assignment details
EI,EI-E1529,EI-R39,Ysh,Edge_Shared_Assignments,EI-T768,[Assignments] Script payload in 'type' is neutralised when attempting to share assignment
EI,EI-E1530,EI-R39,Ysh,Edge_Shared_Assignments,EI-T776,[Assignments] Unknown assignment identifier returns not found when attempting to delete assignment by ID
EI,EI-E1531,EI-R39,Ysh,Edge_Shared_Assignments,EI-T756,[Assignments] Unknown assignment identifier returns not found when attempting to get specific assignment by ID
EI,EI-E1532,EI-R39,Ysh,Edge_Shared_Assignments,EI-T758,[Assignments] Unknown assignment identifier returns not found when attempting to retrieve adoptive Next Item
EI,EI-E1533,EI-R39,Ysh,Edge_Shared_Assignments,EI-T770,[Assignments] Unknown assignment identifier returns not found when attempting to show assignment analytics
EI,EI-E1534,EI-R39,Ysh,Edge_Shared_Assignments,EI-T772,[Assignments] Unknown assignment identifier returns not found when attempting to update assignment details
EI,EI-E1535,EI-R39,Ysh,Edge_Shared_Assignments,EI-T764,[Assignments] Unknown submission identifier returns not found when attempting to review submission
EI,EI-E1536,EI-R40,,Positive_Auth_Login,EI-T1,User authenticates with valid email and password and receives an access token
EI,EI-E1537,EI-R41,Paul,Positive_Auth_Session,EI-T2,Session is rotated using the httpOnly refresh-token cookie
EI,EI-E1538,EI-R41,Paul,Positive_Auth_Session,EI-T3,User logs out and the refresh token is revoked with session cookies cleared
EI,EI-E1539,EI-R42,,Positive_Auth_Profile,EI-T4,Authenticated user retrieves their current profile
EI,EI-E1540,EI-R43,,Positive_Auth_Password Reset,EI-T4,Authenticated user retrieves their current profile
EI,EI-E1541,EI-R44,Flor,Positive_Teacher_Accounts,EI-T7,Teacher adds a profile picture when none exists
EI,EI-E1542,EI-R44,Flor,Positive_Teacher_Accounts,EI-T11,Teacher changes their password by supplying the current password
EI,EI-E1543,EI-R44,Flor,Positive_Teacher_Accounts,EI-T9,Teacher deletes their profile picture using a matching teacher identifier
EI,EI-E1544,EI-R44,Flor,Positive_Teacher_Accounts,EI-T6,Teacher searches for users by name or email filtered by role
EI,EI-E1545,EI-R44,Flor,Positive_Teacher_Accounts,EI-T8,Teacher updates an existing profile picture
EI,EI-E1546,EI-R44,Flor,Positive_Teacher_Accounts,EI-T10,Teacher updates their own account information
EI,EI-E1547,EI-R45,Flor,Positive_Teacher_Dashboard,EI-T14,Teacher fetches assignment statistics for the dashboard
EI,EI-E1548,EI-R45,Flor,Positive_Teacher_Dashboard,EI-T12,Teacher fetches class statistics for the dashboard
EI,EI-E1549,EI-R45,Flor,Positive_Teacher_Dashboard,EI-T13,Teacher fetches student statistics for the dashboard
EI,EI-E1550,EI-R45,Flor,Positive_Teacher_Dashboard,EI-T15,Teacher fetches submission statistics for the dashboard
EI,EI-E1551,EI-R46,Flor,Positive_Teacher_Classes,EI-T30,Teacher accepts a student's request to join a class
EI,EI-E1552,EI-R46,Flor,Positive_Teacher_Classes,EI-T32,Teacher approves a student's request to leave a class
EI,EI-E1553,EI-R46,Flor,Positive_Teacher_Classes,EI-T20,Teacher creates a class announcement
EI,EI-E1554,EI-R46,Flor,Positive_Teacher_Classes,EI-T16,Teacher creates a new class with required details and schedules
EI,EI-E1555,EI-R46,Flor,Positive_Teacher_Classes,EI-T25,Teacher deletes a class
EI,EI-E1556,EI-R46,Flor,Positive_Teacher_Classes,EI-T21,Teacher deletes a class announcement
EI,EI-E1557,EI-R46,Flor,Positive_Teacher_Classes,EI-T18,Teacher fetches a single class by its class code
EI,EI-E1558,EI-R46,Flor,Positive_Teacher_Classes,EI-T17,Teacher fetches all classes with pagination applied
EI,EI-E1559,EI-R46,Flor,Positive_Teacher_Classes,EI-T19,Teacher fetches the announcements for a specific class
EI,EI-E1560,EI-R46,Flor,Positive_Teacher_Classes,EI-T33,Teacher fetches the assignments belonging to a specific class
EI,EI-E1561,EI-R46,Flor,Positive_Teacher_Classes,EI-T22,Teacher fetches the gradebook for a class
EI,EI-E1562,EI-R46,Flor,Positive_Teacher_Classes,EI-T23,Teacher fetches the student roster for a class
EI,EI-E1563,EI-R46,Flor,Positive_Teacher_Classes,EI-T31,Teacher removes a student from a class
EI,EI-E1564,EI-R46,Flor,Positive_Teacher_Classes,EI-T28,Teacher removes the cover photo from a class card
EI,EI-E1565,EI-R46,Flor,Positive_Teacher_Classes,EI-T27,Teacher replaces the cover photo on a class card
EI,EI-E1566,EI-R46,Flor,Positive_Teacher_Classes,EI-T29,Teacher restores a soft-deleted class
EI,EI-E1567,EI-R46,Flor,Positive_Teacher_Classes,EI-T24,Teacher updates the details of an existing class
EI,EI-E1568,EI-R46,Flor,Positive_Teacher_Classes,EI-T26,Teacher uploads a cover photo for a class card
EI,EI-E1569,EI-R47,Flor,Positive_Teacher_Question,EI-T41,Teacher clears all applied question filters
EI,EI-E1570,EI-R47,Flor,Positive_Teacher_Question,EI-T36,Teacher creates a new question in their question bank
EI,EI-E1571,EI-R47,Flor,Positive_Teacher_Question,EI-T39,Teacher deletes a question from their bank
EI,EI-E1572,EI-R47,Flor,Positive_Teacher_Question,EI-T37,Teacher fetches a specific question by its identifier
EI,EI-E1573,EI-R47,Flor,Positive_Teacher_Question,EI-T34,Teacher fetches all accessible questions using catalogue filters
EI,EI-E1574,EI-R47,Flor,Positive_Teacher_Question,EI-T35,Teacher fetches staff-authored questions using catalogue filters
EI,EI-E1575,EI-R47,Flor,Positive_Teacher_Question,EI-T40,Teacher retrieves question filter options with result counts
EI,EI-E1576,EI-R47,Flor,Positive_Teacher_Question,EI-T38,Teacher updates an existing question
EI,EI-E1577,EI-R47,Flor,Positive_Teacher_Question,EI-T42,Teacher uploads an image to embed in a question
EI,EI-E1578,EI-R48,Paul,Positive_Teacher_Question Impact,EI-T47,Teacher commits a reviewed import and the questions are created
EI,EI-E1579,EI-R48,Paul,Positive_Teacher_Question Impact,EI-T44,Teacher pastes a single question and an import job is started
EI,EI-E1580,EI-R48,Paul,Positive_Teacher_Question Impact,EI-T45,Teacher polls the progress of a question import job
EI,EI-E1581,EI-R48,Paul,Positive_Teacher_Question Impact,EI-T46,Teacher reviews the proposed questions from an import before anything is saved
EI,EI-E1582,EI-R48,Paul,Positive_Teacher_Question Impact,EI-T43,Teacher uploads a question file and an import job is started
EI,EI-E1583,EI-R49,Flor,Positive_Teacher_Theme,EI-T49,Teacher applies a new theme to their profile
EI,EI-E1584,EI-R49,Flor,Positive_Teacher_Theme,EI-T51,Teacher deletes their theme and reverts to the default
EI,EI-E1585,EI-R49,Flor,Positive_Teacher_Theme,EI-T48,Teacher fetches their current profile theme
EI,EI-E1586,EI-R49,Flor,Positive_Teacher_Theme,EI-T50,Teacher updates their current theme settings
EI,EI-E1587,EI-R50,Paul,Positive_Teacher_Features,EI-T55,Teacher fetches the details of their school
EI,EI-E1588,EI-R50,Paul,Positive_Teacher_Features,EI-T53,Teacher fetches the effective status of a single district feature
EI,EI-E1589,EI-R50,Paul,Positive_Teacher_Features,EI-T57,Teacher fetches the teacher-made assignment quota for a class
EI,EI-E1590,EI-R50,Paul,Positive_Teacher_Features,EI-T56,Teacher fetches their district subscription plan
EI,EI-E1591,EI-R50,Paul,Positive_Teacher_Features,EI-T52,Teacher fetches their effective feature flags
EI,EI-E1592,EI-R50,Paul,Positive_Teacher_Features,EI-T54,Teacher fetches their school and district plan information
EI,EI-E1593,EI-R51,Flor,Positive_Teacher_Assignments,EI-T119,Analytics are returned for a specific assignment
EI,EI-E1594,EI-R51,Flor,Positive_Teacher_Assignments,EI-T120,Assignment details are updated through the shared assignments service
EI,EI-E1595,EI-R51,Flor,Positive_Teacher_Assignments,EI-T121,Assignment is deleted through the shared assignments service
EI,EI-E1596,EI-R51,Flor,Positive_Teacher_Assignments,EI-T118,Assignment is shared with another user
EI,EI-E1597,EI-R51,Flor,Positive_Teacher_Assignments,EI-T113,New assignment is created through the shared assignments service
EI,EI-E1598,EI-R51,Flor,Positive_Teacher_Assignments,EI-T114,Specific assignment is retrieved by its identifier through the shared service
EI,EI-E1599,EI-R51,Flor,Positive_Teacher_Assignments,EI-T117,Submission is retrieved for review by its submission identifier
EI,EI-E1600,EI-R51,Flor,Positive_Teacher_Assignments,EI-T70,Teacher adds a comment on a student's answer to a question
EI,EI-E1601,EI-R51,Flor,Positive_Teacher_Assignments,EI-T74,Teacher approves a pending late submission with a late penalty
EI,EI-E1602,EI-R51,Flor,Positive_Teacher_Assignments,EI-T58,Teacher creates a new assignment with required details and questions
EI,EI-E1603,EI-R51,Flor,Positive_Teacher_Assignments,EI-T60,Teacher creates an assignment on behalf of staff
EI,EI-E1604,EI-R51,Flor,Positive_Teacher_Assignments,EI-T66,Teacher deletes an assignment
EI,EI-E1605,EI-R51,Flor,Positive_Teacher_Assignments,EI-T72,Teacher deletes their comment on a student's answer
EI,EI-E1606,EI-R51,Flor,Positive_Teacher_Assignments,EI-T62,Teacher fetches a single staff-created assignment by its identifier
EI,EI-E1607,EI-R51,Flor,Positive_Teacher_Assignments,EI-T59,Teacher fetches all assignments created for a class
EI,EI-E1608,EI-R51,Flor,Positive_Teacher_Assignments,EI-T69,Teacher fetches an individual student's submission for an assignment
EI,EI-E1609,EI-R51,Flor,Positive_Teacher_Assignments,EI-T68,Teacher fetches item analysis analytics for an assignment
EI,EI-E1610,EI-R51,Flor,Positive_Teacher_Assignments,EI-T63,Teacher fetches one of their own created assignments
EI,EI-E1611,EI-R51,Flor,Positive_Teacher_Assignments,EI-T67,Teacher fetches the analytics summary for an assignment
EI,EI-E1612,EI-R51,Flor,Positive_Teacher_Assignments,EI-T61,Teacher fetches the catalogue of staff-created assignments
EI,EI-E1613,EI-R51,Flor,Positive_Teacher_Assignments,EI-T73,Teacher lists pending late submissions for an assignment
EI,EI-E1614,EI-R51,Flor,Positive_Teacher_Assignments,EI-T65,Teacher overrides a question's point value for a single assignment
EI,EI-E1615,EI-R51,Flor,Positive_Teacher_Assignments,EI-T75,Teacher rejects a pending late submission with a reason
EI,EI-E1616,EI-R51,Flor,Positive_Teacher_Assignments,EI-T64,Teacher updates an existing assignment's details
EI,EI-E1617,EI-R51,Flor,Positive_Teacher_Assignments,EI-T71,Teacher updates their existing comment on a student's answer
EI,EI-E1618,EI-R52,Dr. Uzaka ,Positive_Student_Accounts,EI-T79,Student adds a profile picture when none exists
EI,EI-E1619,EI-R52,Dr. Uzaka ,Positive_Student_Accounts,EI-T82,Student changes their password by supplying the current password
EI,EI-E1620,EI-R52,Dr. Uzaka ,Positive_Student_Accounts,EI-T81,Student deletes their profile picture
EI,EI-E1621,EI-R52,Dr. Uzaka ,Positive_Student_Accounts,EI-T76,Student fetches their own account data
EI,EI-E1622,EI-R52,Dr. Uzaka ,Positive_Student_Accounts,EI-T77,Student searches for teachers by name with pagination
EI,EI-E1623,EI-R52,Dr. Uzaka ,Positive_Student_Accounts,EI-T80,Student updates an existing profile picture
EI,EI-E1624,EI-R52,Dr. Uzaka ,Positive_Student_Accounts,EI-T78,Student updates their contact person information
EI,EI-E1625,EI-R53,Paul,Positive_Student_Dashboard,EI-T88,Student fetches assignment statistics for the dashboard
EI,EI-E1626,EI-R53,Paul,Positive_Student_Dashboard,EI-T87,Student fetches class statistics for the dashboard
EI,EI-E1627,EI-R53,Paul,Positive_Student_Dashboard,EI-T89,Student fetches submission statistics for the dashboard
EI,EI-E1628,EI-R53,Paul,Positive_Student_Dashboard,EI-T83,Student fetches their achievement badges
EI,EI-E1629,EI-R53,Paul,Positive_Student_Dashboard,EI-T84,Student fetches their grade distribution as histogram buckets
EI,EI-E1630,EI-R53,Paul,Positive_Student_Dashboard,EI-T85,Student fetches their overall and per-class GPA
EI,EI-E1631,EI-R53,Paul,Positive_Student_Dashboard,EI-T86,Student fetches upcoming assignments for the dashboard calendar
EI,EI-E1632,EI-R54,Paul,Positive_Student_Classes,EI-T94,Student cancels a pending request to join a class
EI,EI-E1633,EI-R54,Paul,Positive_Student_Classes,EI-T90,Student fetches all classes they are enrolled in with pagination
EI,EI-E1634,EI-R54,Paul,Positive_Student_Classes,EI-T91,Student fetches an enrolled class by its class code
EI,EI-E1635,EI-R54,Paul,Positive_Student_Classes,EI-T95,Student fetches the announcements for a class they are enrolled in
EI,EI-E1636,EI-R54,Paul,Positive_Student_Classes,EI-T92,Student joins a class using its class code
EI,EI-E1637,EI-R54,Paul,Positive_Student_Classes,EI-T93,Student requests to leave a class
EI,EI-E1638,EI-R55,Paul,Positive_Student_Assignments,EI-T115,Next adaptive item is served based on the previous response
EI,EI-E1639,EI-R55,Paul,Positive_Student_Assignments,EI-T96,Student fetches all assignments issued to a class
EI,EI-E1640,EI-R55,Paul,Positive_Student_Assignments,EI-T98,Student fetches the details of a specific assignment
EI,EI-E1641,EI-R55,Paul,Positive_Student_Assignments,EI-T99,Student fetches the questions for an assignment in order to answer it
EI,EI-E1642,EI-R55,Paul,Positive_Student_Assignments,EI-T103,Student fetches their submission for an assignment to review it
EI,EI-E1643,EI-R55,Paul,Positive_Student_Assignments,EI-T97,Student fetches their total average grade for a class
EI,EI-E1644,EI-R55,Paul,Positive_Student_Assignments,EI-T102,Student reports a browser-lockdown violation during an assignment attempt
EI,EI-E1645,EI-R55,Paul,Positive_Student_Assignments,EI-T100,Student saves their answers for an assignment in progress
EI,EI-E1646,EI-R55,Paul,Positive_Student_Assignments,EI-T116,Student submission is recorded through the shared answer service
EI,EI-E1647,EI-R55,Paul,Positive_Student_Assignments,EI-T101,Student submits their answers for an assignment
EI,EI-E1648,EI-R56,Paul,Positive_Student_Theme,EI-T105,Student applies a new theme to their profile
EI,EI-E1649,EI-R56,Paul,Positive_Student_Theme,EI-T107,Student deletes their theme and reverts to the default
EI,EI-E1650,EI-R56,Paul,Positive_Student_Theme,EI-T104,Student fetches their current profile theme
EI,EI-E1651,EI-R56,Paul,Positive_Student_Theme,EI-T106,Student updates their current theme settings
EI,EI-E1652,EI-R57,Paul,Positive_Student_Features,EI-T111,Student fetches the details of their school
EI,EI-E1653,EI-R57,Paul,Positive_Student_Features,EI-T109,Student fetches the effective status of a single district feature
EI,EI-E1654,EI-R57,Paul,Positive_Student_Features,EI-T112,Student fetches their district subscription plan
EI,EI-E1655,EI-R57,Paul,Positive_Student_Features,EI-T108,Student fetches their effective feature flags
EI,EI-E1656,EI-R57,Paul,Positive_Student_Features,EI-T110,Student fetches their school and district plan information
